id,dc.degree.name,Field,Department,College,dc.degree.discipline,dc.identifier.uri,dc.date.copyright,,,Comment
30808,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26085,,Health and Human Sciences,1904,
30810,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26082,,Health and Human Sciences,1904,
30819,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26126,,Health and Human Sciences,1904,
30824,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26071,,Health and Human Sciences,1904,
30828,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26081,,Health and Human Sciences,1904,
30982,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26188,,Health and Human Sciences,1904,
30983,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26180,,Health and Human Sciences,1904,
30800,Master of Science (M.S.) min,Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26088,,Health and Human Sciences,1904,
30802,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26064,5/10/1929,Health and Human Sciences,1929,
31086,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26246,7/30/1932,Health and Human Sciences,1932,
32791,Doctor of Philosophy (Ph. D.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/28287,8/12/1949,Health and Human Sciences,1949,
30700,Doctor of Philosophy (Ph. D.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26200,5/12/1951,Health and Human Sciences,1951,
30774,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26448,7/29/1959,Health and Human Sciences,1959,
30771,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26440,5/13/1960,Health and Human Sciences,1960,
30763,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26193,6/10/1960,Health and Human Sciences,1960,
30762,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26446,4/20/1961,Health and Human Sciences,1961,
31985,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27388,5/14/1963,Health and Human Sciences,1963,
31857,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27008,7/23/1964,Health and Human Sciences,1964,
32662,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/28173,8/22/1964,Health and Human Sciences,1964,
31849,Doctor of Philosophy (Ph. D.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27009,10/23/1964,Health and Human Sciences,1964,
31796,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26794,7/27/1966,Health and Human Sciences,1966,
31551,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26806,6/29/1967,Health and Human Sciences,1967,
31462,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26814,10/8/1968,Health and Human Sciences,1968,
31501,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26821,5/9/1969,Health and Human Sciences,1969,
30957,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26165,7/28/1969,Health and Human Sciences,1969,
31117,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26827,10/6/1969,Health and Human Sciences,1969,
31036,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26831,12/3/1969,Health and Human Sciences,1969,
31445,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26882,10/27/1971,Health and Human Sciences,1971,
30976,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26164,12/8/1971,Health and Human Sciences,1971,
31315,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27323,5/3/1972,Health and Human Sciences,1972,
31408,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26932,5/5/1972,Health and Human Sciences,1972,
31391,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26941,10/6/1972,Health and Human Sciences,1972,
31406,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26942,11/28/1972,Health and Human Sciences,1972,
31370,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26955,1/4/1974,Health and Human Sciences,1974,
31291,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26943,3/14/1974,Health and Human Sciences,1974,
31259,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26953,3/15/1974,Health and Human Sciences,1974,
30911,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26956,6/5/1974,Health and Human Sciences,1974,
31137,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26965,6/14/1974,Health and Human Sciences,1974,
30935,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26957,5/5/1975,Health and Human Sciences,1975,
30980,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26196,5/27/1975,Health and Human Sciences,1975,
31134,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27250,6/11/1975,Health and Human Sciences,1975,
31040,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26975,12/15/1975,Health and Human Sciences,1975,
30960,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26973,2/25/1976,Health and Human Sciences,1976,
31363,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27020,3/16/1976,Health and Human Sciences,1976,
31184,Doctor of Philosophy (Ph. D.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27023,2/25/1977,Health and Human Sciences,1977,
31393,Doctor of Philosophy (Ph. D.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27179,6/24/1977,Health and Human Sciences,1977,
30966,Doctor of Philosophy (Ph. D.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27288,8/5/1977,Health and Human Sciences,1977,
30919,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27298,9/19/1977,Health and Human Sciences,1977,
31065,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27369,5/12/1978,Health and Human Sciences,1978,
31689,Doctor of Philosophy (Ph. D.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27936,6/2/1978,Health and Human Sciences,1978,
31205,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27351,3/16/1979,Health and Human Sciences,1979,
32667,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/28161,4/10/1979,Health and Human Sciences,1979,
31608,Doctor of Philosophy (Ph. D.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27330,5/7/1979,Health and Human Sciences,1979,
30991,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27378,6/8/1979,Health and Human Sciences,1979,
30886,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27355,7/16/1979,Health and Human Sciences,1979,
31377,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27177,8/6/1979,Health and Human Sciences,1979,
30877,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27360,2/19/1980,Health and Human Sciences,1980,
30467,Doctor of Philosophy (Ph. D.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27396,10/16/1980,Health and Human Sciences,1980,
30455,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27480,12/8/1980,Health and Human Sciences,1980,
30453,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27481,12/18/1980,Health and Human Sciences,1980,
30477,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27454,8/14/1981,Health and Human Sciences,1981,
30506,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/25994,9/3/1981,Health and Human Sciences,1981,
30473,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27457,9/8/1981,Health and Human Sciences,1981,
30441,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27286,11/16/1981,Health and Human Sciences,1981,
30502,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/26001,12/15/1981,Health and Human Sciences,1981,
30511,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27468,1/7/1982,Health and Human Sciences,1982,
30437,Doctor of Philosophy (Ph. D.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27277,1/22/1982,Health and Human Sciences,1982,
30609,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27447,4/26/1982,Health and Human Sciences,1982,
30472,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27477,4/30/1982,Health and Human Sciences,1982,
31550,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27157,5/21/1982,Health and Human Sciences,1982,
30476,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27489,7/19/1982,Health and Human Sciences,1982,
31357,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27199,12/8/1982,Health and Human Sciences,1982,
31371,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27194,12/14/1982,Health and Human Sciences,1982,
31288,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27137,4/27/1983,Health and Human Sciences,1983,
30546,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27452,5/2/1983,Health and Human Sciences,1983,
30052,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/25887,8/12/1983,Health and Human Sciences,1983,
31401,Doctor of Philosophy (Ph. D.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27147,2/22/1984,Health and Human Sciences,1984,
30154,Doctor of Philosophy (Ph. D.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/25882,8/14/1984,Health and Human Sciences,1984,
31409,Doctor of Philosophy (Ph. D.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27096,8/14/1984,Health and Human Sciences,1984,
31174,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27230,5/2/1985,Health and Human Sciences,1985,
30005,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/25890,6/4/1985,Health and Human Sciences,1985,
31402,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27131,10/17/1985,Health and Human Sciences,1985,
31282,Master of Science (M.S.),Foods and Nutrition,Nutrition and Food Management,,Health and Human Sciences,http://hdl.handle.net/1957/27205,1/17/1986,Health and Human Sciences,1986,
